event,packet_type,node,src,seq,bytes,time_ms,payload_time_ms,sim_time_ms,send_ms,recv_ms,delay_ms,line_number,raw_line
TX,REAL,2,,7,48,100017.0,99154,100017.0,,,,263,100017000	ID:2	[INFO: Metric    ] METRIC_TX type=REAL node=2 seq=7 bytes=48 time_ms=99154
RX,REAL,,2,7,48,100030.88,99527,100030.88,99154,99527,13.880000000004657,264,100030880	ID:1	[INFO: Metric    ] METRIC_RX type=REAL src=2 seq=7 send_ms=99154 recv_ms=99527 bytes=48
TX,REAL,4,,7,48,103585.0,103292,103585.0,,,,268,103585000	ID:4	[INFO: Metric    ] METRIC_TX type=REAL node=4 seq=7 bytes=48 time_ms=103292
RX,REAL,,4,7,48,103668.168,103165,103668.168,103292,103165,83.16800000000512,269,103668168	ID:1	[INFO: Metric    ] METRIC_RX type=REAL src=4 seq=7 send_ms=103292 recv_ms=103165 bytes=48
TX,REAL,7,,9,48,107193.0,106874,107193.0,,,,271,107193000	ID:7	[INFO: Metric    ] METRIC_TX type=REAL node=7 seq=9 bytes=48 time_ms=106874
TX,DUMMY,7,,4,48,107194.0,106875,107194.0,,,,273,107194000	ID:7	[INFO: Metric    ] METRIC_TX type=DUMMY node=7 seq=4 bytes=48 time_ms=106875
RX,REAL,,7,9,48,107209.88,106706,107209.88,106874,106706,16.880000000004657,274,107209880	ID:1	[INFO: Metric    ] METRIC_RX type=REAL src=7 seq=9 send_ms=106874 recv_ms=106706 bytes=48
RX,DUMMY,,7,4,48,107219.88,106716,107219.88,106875,106716,,275,107219880	ID:1	[INFO: Metric    ] METRIC_RX type=DUMMY src=7 seq=4 send_ms=106875 recv_ms=106716 bytes=48
TX,REAL,5,,7,48,107331.0,106994,107331.0,,,,279,107331000	ID:5	[INFO: Metric    ] METRIC_TX type=REAL node=5 seq=7 bytes=48 time_ms=106994
RX,REAL,,5,7,48,107365.168,106862,107365.168,106994,106862,34.16800000000512,280,107365168	ID:1	[INFO: Metric    ] METRIC_RX type=REAL src=5 seq=7 send_ms=106994 recv_ms=106862 bytes=48
TX,REAL,6,,9,48,108382.0,107443,108382.0,,,,282,108382000	ID:6	[INFO: Metric    ] METRIC_TX type=REAL node=6 seq=9 bytes=48 time_ms=107443
RX,REAL,,6,9,48,108410.88,107907,108410.88,107443,107907,28.880000000004657,284,108410880	ID:1	[INFO: Metric    ] METRIC_RX type=REAL src=6 seq=9 send_ms=107443 recv_ms=107907 bytes=48
TX,REAL,2,,8,48,109018.0,108155,109018.0,,,,286,109018000	ID:2	[INFO: Metric    ] METRIC_TX type=REAL node=2 seq=8 bytes=48 time_ms=108155
TX,DUMMY,2,,1,48,109019.0,108156,109019.0,,,,287,109019000	ID:2	[INFO: Metric    ] METRIC_TX type=DUMMY node=2 seq=1 bytes=48 time_ms=108156
RX,REAL,,2,8,48,109062.88,108559,109062.88,108155,108559,44.88000000000466,288,109062880	ID:1	[INFO: Metric    ] METRIC_RX type=REAL src=2 seq=8 send_ms=108155 recv_ms=108559 bytes=48
RX,DUMMY,,2,1,48,109068.88,108565,109068.88,108156,108565,,289,109068880	ID:1	[INFO: Metric    ] METRIC_RX type=DUMMY src=2 seq=1 send_ms=108156 recv_ms=108565 bytes=48
TX,REAL,3,,7,48,111923.0,111259,111923.0,,,,292,111923000	ID:3	[INFO: Metric    ] METRIC_TX type=REAL node=3 seq=7 bytes=48 time_ms=111259
RX,REAL,,3,7,48,111981.168,111478,111981.168,111259,111478,58.16800000000512,293,111981168	ID:1	[INFO: Metric    ] METRIC_RX type=REAL src=3 seq=7 send_ms=111259 recv_ms=111478 bytes=48
TX,REAL,4,,8,48,114586.0,114293,114586.0,,,,295,114586000	ID:4	[INFO: Metric    ] METRIC_TX type=REAL node=4 seq=8 bytes=48 time_ms=114293
TX,DUMMY,4,,2,48,114587.0,114294,114587.0,,,,296,114587000	ID:4	[INFO: Metric    ] METRIC_TX type=DUMMY node=4 seq=2 bytes=48 time_ms=114294
RX,REAL,,4,8,48,114664.168,114161,114664.168,114293,114161,78.16800000000512,297,114664168	ID:1	[INFO: Metric    ] METRIC_RX type=REAL src=4 seq=8 send_ms=114293 recv_ms=114161 bytes=48
RX,DUMMY,,4,2,48,114763.168,114260,114763.168,114294,114260,,299,114763168	ID:1	[INFO: Metric    ] METRIC_RX type=DUMMY src=4 seq=2 send_ms=114294 recv_ms=114260 bytes=48
TX,REAL,7,,10,48,116195.0,115876,116195.0,,,,303,116195000	ID:7	[INFO: Metric    ] METRIC_TX type=REAL node=7 seq=10 bytes=48 time_ms=115876
RX,REAL,,7,10,48,116213.88,115710,116213.88,115876,115710,18.880000000004657,304,116213880	ID:1	[INFO: Metric    ] METRIC_RX type=REAL src=7 seq=10 send_ms=115876 recv_ms=115710 bytes=48
