event,packet_type,node,src,seq,bytes,time_ms,payload_time_ms,sim_time_ms,send_ms,recv_ms,delay_ms,line_number,raw_line
TX,REAL,7,,0,48,15180.0,14861,15180.0,,,,74,15180000	ID:7	[INFO: Metric    ] METRIC_TX type=REAL node=7 seq=0 bytes=48 time_ms=14861
RX,REAL,,7,0,48,15218.88,14715,15218.88,14861,14715,38.8799999999992,75,15218880	ID:1	[INFO: Metric    ] METRIC_RX type=REAL src=7 seq=0 send_ms=14861 recv_ms=14715 bytes=48
TX,REAL,2,,0,48,18009.0,17146,18009.0,,,,81,18009000	ID:2	[INFO: Metric    ] METRIC_TX type=REAL node=2 seq=0 bytes=48 time_ms=17146
RX,REAL,,2,0,48,18014.88,17511,18014.88,17146,17511,5.880000000001019,82,18014880	ID:1	[INFO: Metric    ] METRIC_RX type=REAL src=2 seq=0 send_ms=17146 recv_ms=17511 bytes=48
TX,REAL,7,,1,48,26181.0,25862,26181.0,,,,87,26181000	ID:7	[INFO: Metric    ] METRIC_TX type=REAL node=7 seq=1 bytes=48 time_ms=25862
TX,DUMMY,7,,0,48,26182.0,25863,26182.0,,,,88,26182000	ID:7	[INFO: Metric    ] METRIC_TX type=DUMMY node=7 seq=0 bytes=48 time_ms=25863
RX,REAL,,7,1,48,26207.88,25704,26207.88,25862,25704,26.88000000000102,89,26207880	ID:1	[INFO: Metric    ] METRIC_RX type=REAL src=7 seq=1 send_ms=25862 recv_ms=25704 bytes=48
RX,DUMMY,,7,0,48,26241.88,25738,26241.88,25863,25738,,90,26241880	ID:1	[INFO: Metric    ] METRIC_RX type=DUMMY src=7 seq=0 send_ms=25863 recv_ms=25738 bytes=48
TX,REAL,6,,0,48,26372.0,25433,26372.0,,,,95,26372000	ID:6	[INFO: Metric    ] METRIC_TX type=REAL node=6 seq=0 bytes=48 time_ms=25433
RX,REAL,,6,0,48,26380.88,25877,26380.88,25433,25877,8.880000000001019,96,26380880	ID:1	[INFO: Metric    ] METRIC_RX type=REAL src=6 seq=0 send_ms=25433 recv_ms=25877 bytes=48
TX,REAL,2,,1,48,29010.0,28147,29010.0,,,,99,29010000	ID:2	[INFO: Metric    ] METRIC_TX type=REAL node=2 seq=1 bytes=48 time_ms=28147
RX,REAL,,2,1,48,29029.88,28526,29029.88,28147,28526,19.88000000000102,100,29029880	ID:1	[INFO: Metric    ] METRIC_RX type=REAL src=2 seq=1 send_ms=28147 recv_ms=28526 bytes=48
TX,REAL,7,,2,48,36183.0,35864,36183.0,,,,104,36183000	ID:7	[INFO: Metric    ] METRIC_TX type=REAL node=7 seq=2 bytes=48 time_ms=35864
RX,REAL,,7,2,48,36222.88,35719,36222.88,35864,35719,39.87999999999738,105,36222880	ID:1	[INFO: Metric    ] METRIC_RX type=REAL src=7 seq=2 send_ms=35864 recv_ms=35719 bytes=48
TX,REAL,6,,1,48,36373.0,35434,36373.0,,,,107,36373000	ID:6	[INFO: Metric    ] METRIC_TX type=REAL node=6 seq=1 bytes=48 time_ms=35434
RX,REAL,,6,1,48,36386.88,35883,36386.88,35434,35883,13.87999999999738,108,36386880	ID:1	[INFO: Metric    ] METRIC_RX type=REAL src=6 seq=1 send_ms=35434 recv_ms=35883 bytes=48
TX,REAL,4,,0,48,36576.0,36283,36576.0,,,,112,36576000	ID:4	[INFO: Metric    ] METRIC_TX type=REAL node=4 seq=0 bytes=48 time_ms=36283
RX,REAL,,4,0,48,36611.168,36108,36611.168,36283,36108,35.167999999997846,113,36611168	ID:1	[INFO: Metric    ] METRIC_RX type=REAL src=4 seq=0 send_ms=36283 recv_ms=36108 bytes=48
