method,seed,baseline_windows,defense_windows,baseline_pkt_count_mean,defense_pkt_count_mean,baseline_byte_count_mean,defense_byte_count_mean,packet_overhead_ratio,byte_overhead_ratio,baseline_mean_iat_ms,defense_mean_iat_ms,baseline_p95_iat_ms,defense_p95_iat_ms,dummy_packet_ratio,dummy_byte_ratio,real_packet_count,dummy_packet_count,real_byte_count,dummy_byte_count,mean_delay_ms,p95_delay_ms,energy_mj,energy_overhead_ratio_vs_baseline,energy_metric_available,delay_metric_available,metric_type,is_hardware_measurement,limitations
dummy_noise,42,,,1067.0,1252.0,51216.0,60096.0,0.17890772128060264,0.17890772128060264,1672.4812382739212,1425.1143085531576,4571.5,4889.0,0.15175718849840256,0.15175718849840256,1062.0,190.0,50976.0,9120.0,43.53453107343039,87.16800000000477,753706.5696480001,0.0045183481298084515,True,True,cooja_simulation_and_energest_estimate,False,Cooja simulation-time delay and Energest estimate; not hardware measurement.
dummy_ldp,42,,,1067.0,1411.0,51216.0,67728.0,0.3211610486891386,0.3211610486891386,1672.4812382739212,1264.4851063829788,4571.5,4231.1,0.2430900070871722,0.2430900070871722,1068.0,343.0,51264.0,16464.0,43.23588014979615,89.81800000004293,749270.831112,-0.0013934760818332694,True,True,cooja_simulation_and_energest_estimate,False,Cooja simulation-time delay and Energest estimate; not hardware measurement.
dummy_adaptive_ldp,42,,,1067.0,1340.0,51216.0,64320.0,0.2488350419384902,0.2488350419384902,1672.4812382739212,1331.523148618372,4571.5,4083.0,0.19925373134328359,0.19925373134328359,1073.0,267.0,51504.0,12816.0,41.98619944080352,83.56800000001674,746798.002896,-0.004689190110046115,True,True,cooja_simulation_and_energest_estimate,False,Cooja simulation-time delay and Energest estimate; not hardware measurement.
dummy_noise,123,,,1064.0,1286.0,51072.0,61728.0,0.20864661654135339,0.20864661654135339,1670.6528692380057,1383.8015564202335,4225.4,4493.8,0.17262830482115085,0.17262830482115085,1064.0,222.0,51072.0,10656.0,41.253240601487555,81.1679999999964,752114.1869616001,-3.3326975402069314e-05,True,True,cooja_simulation_and_energest_estimate,False,Cooja simulation-time delay and Energest estimate; not hardware measurement.
dummy_ldp,123,,,1064.0,1448.0,51072.0,69504.0,0.35834896810506567,0.35834896810506567,1670.6528692380057,1230.9612992398065,4225.4,4304.6,0.2638121546961326,0.2638121546961326,1066.0,382.0,51168.0,18336.0,40.51458161349218,80.91799999997602,763036.9964976,0.01448899649773942,True,True,cooja_simulation_and_energest_estimate,False,Cooja simulation-time delay and Energest estimate; not hardware measurement.
dummy_adaptive_ldp,123,,,1064.0,1356.0,51072.0,65088.0,0.27323943661971833,0.27323943661971833,1670.6528692380057,1315.09815498155,4225.4,4243.4,0.21460176991150443,0.21460176991150443,1065.0,291.0,51120.0,13968.0,41.09198122064026,82.16800000006333,752278.530288,0.00018517422053709426,True,True,cooja_simulation_and_energest_estimate,False,Cooja simulation-time delay and Energest estimate; not hardware measurement.
dummy_noise,2026,,,1061.0,1279.0,50928.0,61392.0,0.20319849482596425,0.20319849482596425,1684.0528301886793,1396.4053208137716,4264.25,4142.449999999994,0.16888193901485535,0.16888193901485535,1063.0,216.0,51024.0,10368.0,39.768451552194044,78.1679999999993,752754.0319439999,-0.002130763723319247,True,True,cooja_simulation_and_energest_estimate,False,Cooja simulation-time delay and Energest estimate; not hardware measurement.
dummy_ldp,2026,,,1061.0,1451.0,50928.0,69648.0,0.351024208566108,0.351024208566108,1684.0528301886793,1229.9206896551725,4264.25,4075.399999999998,0.25982081323225364,0.25982081323225364,1074.0,377.0,51552.0,18096.0,40.63889013033786,78.16800000000512,747881.0021376001,-0.008590571741494636,True,True,cooja_simulation_and_energest_estimate,False,Cooja simulation-time delay and Energest estimate; not hardware measurement.
dummy_adaptive_ldp,2026,,,1061.0,1342.0,50928.0,64416.0,0.263653483992467,0.263653483992467,1684.0528301886793,1328.9008202833706,4264.25,4394.0,0.20864381520119224,0.20864381520119224,1062.0,280.0,50976.0,13440.0,39.217687382280964,77.16800000006042,753247.8734304,-0.0014761153176465706,True,True,cooja_simulation_and_energest_estimate,False,Cooja simulation-time delay and Energest estimate; not hardware measurement.
