event,packet_type,node,src,seq,bytes,time_ms,payload_time_ms,sim_time_ms,send_ms,recv_ms,delay_ms,line_number,raw_line
TX,REAL,6,,0,48,19322.0,18388,19322.0,,,,76,19322000	ID:6	[INFO: Metric    ] METRIC_TX type=REAL node=6 seq=0 bytes=48 time_ms=18388
RX,REAL,,6,0,48,19365.88,19361,19365.88,18388,19361,43.88000000000102,77,19365880	ID:1	[INFO: Metric    ] METRIC_RX type=REAL src=6 seq=0 send_ms=18388 recv_ms=19361 bytes=48
TX,REAL,2,,0,48,20043.0,19565,20043.0,,,,82,20043000	ID:2	[INFO: Metric    ] METRIC_TX type=REAL node=2 seq=0 bytes=48 time_ms=19565
TX,DUMMY,2,,0,48,20044.0,19566,20044.0,,,,83,20044000	ID:2	[INFO: Metric    ] METRIC_TX type=DUMMY node=2 seq=0 bytes=48 time_ms=19566
RX,REAL,,2,0,48,20070.88,20066,20070.88,19565,20066,27.88000000000102,84,20070880	ID:1	[INFO: Metric    ] METRIC_RX type=REAL src=2 seq=0 send_ms=19565 recv_ms=20066 bytes=48
RX,DUMMY,,2,0,48,20087.88,20083,20087.88,19566,20083,,85,20087880	ID:1	[INFO: Metric    ] METRIC_RX type=DUMMY src=2 seq=0 send_ms=19566 recv_ms=20083 bytes=48
TX,REAL,7,,0,48,24600.0,24211,24600.0,,,,92,24600000	ID:7	[INFO: Metric    ] METRIC_TX type=REAL node=7 seq=0 bytes=48 time_ms=24211
TX,DUMMY,7,,0,48,24601.0,24212,24601.0,,,,93,24601000	ID:7	[INFO: Metric    ] METRIC_TX type=DUMMY node=7 seq=0 bytes=48 time_ms=24212
RX,REAL,,7,0,48,24613.88,24609,24613.88,24211,24609,13.880000000001019,94,24613880	ID:1	[INFO: Metric    ] METRIC_RX type=REAL src=7 seq=0 send_ms=24211 recv_ms=24609 bytes=48
RX,DUMMY,,7,0,48,24636.88,24632,24636.88,24212,24632,,95,24636880	ID:1	[INFO: Metric    ] METRIC_RX type=DUMMY src=7 seq=0 send_ms=24212 recv_ms=24632 bytes=48
TX,REAL,6,,1,48,28323.0,27389,28323.0,,,,98,28323000	ID:6	[INFO: Metric    ] METRIC_TX type=REAL node=6 seq=1 bytes=48 time_ms=27389
RX,REAL,,6,1,48,28359.88,28355,28359.88,27389,28355,36.88000000000102,99,28359880	ID:1	[INFO: Metric    ] METRIC_RX type=REAL src=6 seq=1 send_ms=27389 recv_ms=28355 bytes=48
TX,REAL,2,,1,48,29045.0,28567,29045.0,,,,102,29045000	ID:2	[INFO: Metric    ] METRIC_TX type=REAL node=2 seq=1 bytes=48 time_ms=28567
RX,REAL,,2,1,48,29066.88,29062,29066.88,28567,29062,21.88000000000102,103,29066880	ID:1	[INFO: Metric    ] METRIC_RX type=REAL src=2 seq=1 send_ms=28567 recv_ms=29062 bytes=48
TX,REAL,4,,0,48,35297.0,34672,35297.0,,,,108,35297000	ID:4	[INFO: Metric    ] METRIC_TX type=REAL node=4 seq=0 bytes=48 time_ms=34672
RX,REAL,,4,0,48,35324.168,35320,35324.168,34672,35320,27.167999999997846,109,35324168	ID:1	[INFO: Metric    ] METRIC_RX type=REAL src=4 seq=0 send_ms=34672 recv_ms=35320 bytes=48
TX,REAL,7,,1,48,35602.0,35213,35602.0,,,,111,35602000	ID:7	[INFO: Metric    ] METRIC_TX type=REAL node=7 seq=1 bytes=48 time_ms=35213
RX,REAL,,7,1,48,35626.88,35622,35626.88,35213,35622,24.87999999999738,112,35626880	ID:1	[INFO: Metric    ] METRIC_RX type=REAL src=7 seq=1 send_ms=35213 recv_ms=35622 bytes=48
TX,REAL,5,,0,48,37557.0,36614,37557.0,,,,116,37557000	ID:5	[INFO: Metric    ] METRIC_TX type=REAL node=5 seq=0 bytes=48 time_ms=36614
RX,REAL,,5,0,48,37605.168,37601,37605.168,36614,37601,48.167999999997846,117,37605168	ID:1	[INFO: Metric    ] METRIC_RX type=REAL src=5 seq=0 send_ms=36614 recv_ms=37601 bytes=48
TX,REAL,2,,2,48,39046.0,38568,39046.0,,,,120,39046000	ID:2	[INFO: Metric    ] METRIC_TX type=REAL node=2 seq=2 bytes=48 time_ms=38568
RX,REAL,,2,2,48,39071.88,39067,39071.88,38568,39067,25.87999999999738,121,39071880	ID:1	[INFO: Metric    ] METRIC_RX type=REAL src=2 seq=2 send_ms=38568 recv_ms=39067 bytes=48
TX,REAL,6,,2,48,39324.0,38390,39324.0,,,,123,39324000	ID:6	[INFO: Metric    ] METRIC_TX type=REAL node=6 seq=2 bytes=48 time_ms=38390
RX,REAL,,6,2,48,39357.88,39353,39357.88,38390,39353,33.87999999999738,124,39357880	ID:1	[INFO: Metric    ] METRIC_RX type=REAL src=6 seq=2 send_ms=38390 recv_ms=39353 bytes=48
TX,REAL,3,,0,48,42710.0,41770,42710.0,,,,128,42710000	ID:3	[INFO: Metric    ] METRIC_TX type=REAL node=3 seq=0 bytes=48 time_ms=41770
RX,REAL,,3,0,48,42770.168,42766,42770.168,41770,42766,60.167999999997846,129,42770168	ID:1	[INFO: Metric    ] METRIC_RX type=REAL src=3 seq=0 send_ms=41770 recv_ms=42766 bytes=48
TX,REAL,4,,1,48,45298.0,44673,45298.0,,,,131,45298000	ID:4	[INFO: Metric    ] METRIC_TX type=REAL node=4 seq=1 bytes=48 time_ms=44673
RX,REAL,,4,1,48,45334.168,45330,45334.168,44673,45330,36.167999999997846,132,45334168	ID:1	[INFO: Metric    ] METRIC_RX type=REAL src=4 seq=1 send_ms=44673 recv_ms=45330 bytes=48
TX,REAL,7,,2,48,46603.0,46214,46603.0,,,,134,46603000	ID:7	[INFO: Metric    ] METRIC_TX type=REAL node=7 seq=2 bytes=48 time_ms=46214
RX,REAL,,7,2,48,46636.88,46632,46636.88,46214,46632,33.87999999999738,135,46636880	ID:1	[INFO: Metric    ] METRIC_RX type=REAL src=7 seq=2 send_ms=46214 recv_ms=46632 bytes=48
TX,REAL,5,,1,48,47558.0,46615,47558.0,,,,137,47558000	ID:5	[INFO: Metric    ] METRIC_TX type=REAL node=5 seq=1 bytes=48 time_ms=46615
RX,REAL,,5,1,48,47610.168,47606,47610.168,46615,47606,52.167999999997846,138,47610168	ID:1	[INFO: Metric    ] METRIC_RX type=REAL src=5 seq=1 send_ms=46615 recv_ms=47606 bytes=48
TX,REAL,6,,3,48,49325.0,48391,49325.0,,,,140,49325000	ID:6	[INFO: Metric    ] METRIC_TX type=REAL node=6 seq=3 bytes=48 time_ms=48391
TX,DUMMY,6,,0,48,49326.0,48392,49326.0,,,,141,49326000	ID:6	[INFO: Metric    ] METRIC_TX type=DUMMY node=6 seq=0 bytes=48 time_ms=48392
RX,REAL,,6,3,48,49346.88,49342,49346.88,48391,49342,21.87999999999738,142,49346880	ID:1	[INFO: Metric    ] METRIC_RX type=REAL src=6 seq=3 send_ms=48391 recv_ms=49342 bytes=48
RX,DUMMY,,6,0,48,49373.88,49369,49373.88,48392,49369,,143,49373880	ID:1	[INFO: Metric    ] METRIC_RX type=DUMMY src=6 seq=0 send_ms=48392 recv_ms=49369 bytes=48
TX,REAL,2,,3,48,50047.0,49569,50047.0,,,,146,50047000	ID:2	[INFO: Metric    ] METRIC_TX type=REAL node=2 seq=3 bytes=48 time_ms=49569
RX,REAL,,2,3,48,50086.88,50082,50086.88,49569,50082,39.87999999999738,147,50086880	ID:1	[INFO: Metric    ] METRIC_RX type=REAL src=2 seq=3 send_ms=49569 recv_ms=50082 bytes=48
TX,REAL,3,,1,48,51711.0,50771,51711.0,,,,149,51711000	ID:3	[INFO: Metric    ] METRIC_TX type=REAL node=3 seq=1 bytes=48 time_ms=50771
TX,DUMMY,3,,0,48,51712.0,50772,51712.0,,,,150,51712000	ID:3	[INFO: Metric    ] METRIC_TX type=DUMMY node=3 seq=0 bytes=48 time_ms=50772
RX,REAL,,3,1,48,51742.168,51738,51742.168,50771,51738,31.167999999997846,151,51742168	ID:1	[INFO: Metric    ] METRIC_RX type=REAL src=3 seq=1 send_ms=50771 recv_ms=51738 bytes=48
RX,DUMMY,,3,0,48,51781.168,51777,51781.168,50772,51777,,153,51781168	ID:1	[INFO: Metric    ] METRIC_RX type=DUMMY src=3 seq=0 send_ms=50772 recv_ms=51777 bytes=48
TX,REAL,4,,2,48,55299.0,54674,55299.0,,,,156,55299000	ID:4	[INFO: Metric    ] METRIC_TX type=REAL node=4 seq=2 bytes=48 time_ms=54674
RX,REAL,,4,2,48,55324.304,55320,55324.304,54674,55320,25.30399999999645,157,55324304	ID:1	[INFO: Metric    ] METRIC_RX type=REAL src=4 seq=2 send_ms=54674 recv_ms=55320 bytes=48
TX,REAL,7,,3,48,55604.0,55215,55604.0,,,,159,55604000	ID:7	[INFO: Metric    ] METRIC_TX type=REAL node=7 seq=3 bytes=48 time_ms=55215
RX,REAL,,7,3,48,55610.88,55606,55610.88,55215,55606,6.879999999997381,160,55610880	ID:1	[INFO: Metric    ] METRIC_RX type=REAL src=7 seq=3 send_ms=55215 recv_ms=55606 bytes=48
TX,REAL,5,,2,48,56559.0,55616,56559.0,,,,162,56559000	ID:5	[INFO: Metric    ] METRIC_TX type=REAL node=5 seq=2 bytes=48 time_ms=55616
RX,REAL,,5,2,48,56609.168,56605,56609.168,55616,56605,50.167999999997846,163,56609168	ID:1	[INFO: Metric    ] METRIC_RX type=REAL src=5 seq=2 send_ms=55616 recv_ms=56605 bytes=48
