method,param_name,param_value,baseline_accuracy,defended_accuracy,accuracy_drop,defended_f1_macro,mse,mae,pearson_r
noise,noise_scale,0.1,0.668815744825246,0.658635900916186,0.010179843909060016,0.6422781039882733,0.019998563467740565,0.10000603960415501,0.9428839027551253
noise,noise_scale,0.3,0.668815744825246,0.39667458432304037,0.2721411605022056,0.3628514667493444,0.1799870711960165,0.30001811880149476,0.6861667245572816
noise,noise_scale,0.5,0.668815744825246,0.32813030200203597,0.34068544282321,0.28582783764887476,0.4999640866775363,0.500030198002745,0.4924533650345407
noise,noise_scale,1.0,0.668815744825246,0.1832371903630811,0.4855785544621649,0.13416752122526565,1.9998563467076873,1.0000603960051846,0.2720730699761417
