method,param_name,param_value,baseline_accuracy,defended_accuracy,accuracy_drop,defended_f1_macro,mse,mae,pearson_r
ldp,epsilon,0.1,0.40932642487046633,0.010362694300518135,0.3989637305699482,0.013476180850347012,99.77044341191223,5.023279096234686,0.015615970373728397
ldp,epsilon,0.5,0.40932642487046633,0.02072538860103627,0.38860103626943004,0.008461487820934826,4.015302398546965,1.0260024736617577,0.08884459069506238
ldp,epsilon,1.0,0.40932642487046633,0.04145077720207254,0.3678756476683938,0.02354941976790716,1.0163629007672998,0.5215905695428109,0.19496031992101998
ldp,epsilon,2.0,0.40932642487046633,0.07772020725388601,0.3316062176165803,0.04882231307256134,0.26003230346298056,0.2649887287854631,0.40909793684356066
ldp,epsilon,5.0,0.40932642487046633,0.22279792746113988,0.18652849740932645,0.17255010065775883,0.042629884196748784,0.10690092820069179,0.7854737594823707
