method,param_name,param_value,baseline_accuracy,defended_accuracy,accuracy_drop,defended_f1_macro,mse,mae,pearson_r
ldp,epsilon,0.1,0.3626943005181347,0.0051813471502590676,0.35751295336787564,0.0004432624113475177,99.39097795746508,5.019170895881189,0.015334173712310106
ldp,epsilon,0.5,0.3626943005181347,0.02072538860103627,0.34196891191709844,0.01583080040526849,3.999721637813946,1.0248489152968443,0.08942461908417856
ldp,epsilon,1.0,0.3626943005181347,0.02072538860103627,0.34196891191709844,0.022679093567251462,1.0121388318546463,0.5207924264973716,0.1966522490560927
ldp,epsilon,2.0,0.3626943005181347,0.046632124352331605,0.3160621761658031,0.03346065699006876,0.2589386820120355,0.26455459028458256,0.4111466238800058
ldp,epsilon,5.0,0.3626943005181347,0.15544041450777202,0.2072538860103627,0.13699551454076342,0.042469110165120796,0.1067373028515194,0.7864678515804209
