dataset,seed,model_type,mode,method,profile_name,param_name,param_value,epsilon_min,epsilon_max,weight_sensitivity,weight_traffic,use_edge_budget_cap,edge_inverse_budget_cap,baseline_accuracy,defended_accuracy,accuracy_drop,defended_f1_macro,mse,mae,pearson_r,model_source,source_file
casas_hh101,123,mlp,retrain_attacker,noise,,noise_scale,0.1,,,,,,,0.22266384412666868,0.3774139197304186,-0.15475007560374993,0.14148920077915872,0.020008491159474933,0.10003253840947098,0.934929702309991,outputs/models/casas_hh101/seed_123/mlp/baseline/best_mlp.pt,outputs/experiments/casas_hh101/seed_123/mlp/noise/retrain_attacker/parameter_scan/comparison_results.csv
casas_hh101,123,mlp,retrain_attacker,noise,,noise_scale,0.3,,,,,,,0.4089082818507798,0.3930962975763598,0.015811984274420043,0.11312809901871061,0.1800764204409666,0.3000976152278591,0.6599485561164212,outputs/models/casas_hh101/seed_123/mlp/baseline/best_mlp.pt,outputs/experiments/casas_hh101/seed_123/mlp/noise/retrain_attacker/parameter_scan/comparison_results.csv
casas_hh101,123,mlp,retrain_attacker,noise,,noise_scale,0.5,,,,,,,0.46857044109387824,0.35062859117812245,0.11794184991575579,0.10654101840342037,0.500212278974836,0.5001626920327928,0.4662941603323881,outputs/models/casas_hh101/seed_123/mlp/baseline/best_mlp.pt,outputs/experiments/casas_hh101/seed_123/mlp/noise/retrain_attacker/parameter_scan/comparison_results.csv
casas_hh101,123,mlp,retrain_attacker,noise,,noise_scale,1.0,,,,,,,0.13591394133149004,0.11016546420702467,0.025748477124465374,0.06203951235541118,2.00084911591225,1.0003253840683217,0.25492868846293276,outputs/models/casas_hh101/seed_123/mlp/baseline/best_mlp.pt,outputs/experiments/casas_hh101/seed_123/mlp/noise/retrain_attacker/parameter_scan/comparison_results.csv
