method,param_name,param_value,baseline_accuracy,defended_accuracy,accuracy_drop,defended_f1_macro,mse,mae,pearson_r
noise,noise_scale,0.1,0.7649006622516556,0.6639072847682119,0.10099337748344372,0.5995450437338246,0.019962062058155684,0.09995554298086394,0.735057133680853
noise,noise_scale,0.3,0.7649006622516556,0.41225165562913907,0.3526490066225166,0.283861941435094,0.1796585584520285,0.2998666288757909,0.3392570192185543
noise,noise_scale,0.5,0.7649006622516556,0.3708609271523179,0.39403973509933776,0.2188925706986578,0.4990515514628953,0.4997777148464784,0.21107981852836696
noise,noise_scale,1.0,0.7649006622516556,0.3228476821192053,0.44205298013245037,0.19149585494803317,1.9962062060492143,0.999555429705271,0.10680568236856793
