method,param_name,param_value,baseline_accuracy,defended_accuracy,accuracy_drop,defended_f1_macro,mse,mae,pearson_r
noise,noise_scale,0.1,0.3626943005181347,0.31088082901554404,0.05181347150259069,0.24646804512856196,0.019828815539092774,0.09961583180444122,0.8773920784468867
noise,noise_scale,0.3,0.3626943005181347,0.17616580310880828,0.18652849740932645,0.13402263110824478,0.17845933987596244,0.29884749537597466,0.5204350427033354
noise,noise_scale,0.5,0.3626943005181347,0.10880829015544041,0.2538860103626943,0.09402087923175605,0.4957203885891923,0.4980791589528379,0.3433903123199384
noise,noise_scale,1.0,0.3626943005181347,0.05699481865284974,0.305699481865285,0.03675453087217793,1.9828815543139036,0.996158317908096,0.1797541482042005
