event,packet_type,node,src,seq,bytes,time_ms,payload_time_ms,sim_time_ms,send_ms,recv_ms,delay_ms,line_number,raw_line
TX,REAL,7,,0,48,14683.0,14364,14683.0,,,,74,14683000	ID:7	[INFO: Metric    ] METRIC_TX type=REAL node=7 seq=0 bytes=48 time_ms=14364
RX,REAL,,7,0,48,14721.88,14218,14721.88,14364,14218,38.8799999999992,75,14721880	ID:1	[INFO: Metric    ] METRIC_RX type=REAL src=7 seq=0 send_ms=14364 recv_ms=14218 bytes=48
TX,REAL,7,,1,48,24358.0,24039,24358.0,,,,82,24358000	ID:7	[INFO: Metric    ] METRIC_TX type=REAL node=7 seq=1 bytes=48 time_ms=24039
RX,REAL,,7,1,48,24373.88,23870,24373.88,24039,23870,15.880000000001019,83,24373880	ID:1	[INFO: Metric    ] METRIC_RX type=REAL src=7 seq=1 send_ms=24039 recv_ms=23870 bytes=48
TX,REAL,6,,0,48,25089.0,24150,25089.0,,,,87,25089000	ID:6	[INFO: Metric    ] METRIC_TX type=REAL node=6 seq=0 bytes=48 time_ms=24150
RX,REAL,,6,0,48,25097.88,24594,25097.88,24150,24594,8.880000000001019,88,25097880	ID:1	[INFO: Metric    ] METRIC_RX type=REAL src=6 seq=0 send_ms=24150 recv_ms=24594 bytes=48
TX,REAL,2,,0,48,26656.0,25793,26656.0,,,,93,26656000	ID:2	[INFO: Metric    ] METRIC_TX type=REAL node=2 seq=0 bytes=48 time_ms=25793
RX,REAL,,2,0,48,26677.88,26174,26677.88,25793,26174,21.88000000000102,94,26677880	ID:1	[INFO: Metric    ] METRIC_RX type=REAL src=2 seq=0 send_ms=25793 recv_ms=26174 bytes=48
TX,REAL,7,,2,48,33665.0,33346,33665.0,,,,98,33665000	ID:7	[INFO: Metric    ] METRIC_TX type=REAL node=7 seq=2 bytes=48 time_ms=33346
RX,REAL,,7,2,48,33701.88,33198,33701.88,33346,33198,36.87999999999738,99,33701880	ID:1	[INFO: Metric    ] METRIC_RX type=REAL src=7 seq=2 send_ms=33346 recv_ms=33198 bytes=48
TX,REAL,2,,1,48,35674.0,34811,35674.0,,,,101,35674000	ID:2	[INFO: Metric    ] METRIC_TX type=REAL node=2 seq=1 bytes=48 time_ms=34811
RX,REAL,,2,1,48,35679.88,35176,35679.88,34811,35176,5.879999999997381,102,35679880	ID:1	[INFO: Metric    ] METRIC_RX type=REAL src=2 seq=1 send_ms=34811 recv_ms=35176 bytes=48
TX,REAL,6,,1,48,35973.0,35034,35973.0,,,,104,35973000	ID:6	[INFO: Metric    ] METRIC_TX type=REAL node=6 seq=1 bytes=48 time_ms=35034
RX,REAL,,6,1,48,35979.88,35476,35979.88,35034,35476,6.879999999997381,105,35979880	ID:1	[INFO: Metric    ] METRIC_RX type=REAL src=6 seq=1 send_ms=35034 recv_ms=35476 bytes=48
