accuracy_drop,baseline_acc,baseline_f1_macro,dataset,defended_acc,defended_f1_macro,mae,method,mode,model_type,mse,pearson_r,relative_accuracy_drop_percent,seed,source_files
0.18543046357615894,0.48344370860927155,0.4405918215847059,mock,0.2980132450331126,0.21646244074069543,0.4983800696929921,noise,retrain_attacker,mlp,0.4965272599019954,0.21006852069535115,38.35616438356164,123,D:\毕业设计毕业设计毕业设计毕业设计\Projects\iot_privacy_attack\outputs\defense\full_multiseed\seed_123\noise\json_reports\mlp_baseline_confusion_test.json;D:\毕业设计毕业设计毕业设计毕业设计\Projects\iot_privacy_attack\outputs\defense\full_multiseed\seed_123\noise\json_reports\mlp_defended_confusion_test_retrained_attacker.json;D:\毕业设计毕业设计毕业设计毕业设计\Projects\iot_privacy_attack\outputs\defense\full_multiseed\seed_123\noise\defense_report.json
0.3294701986754967,0.7798013245033113,0.7795078111196135,mock,0.4503311258278146,0.3189006249813977,0.373469471633857,adaptive_ldp,fixed_attacker,lstm,0.8538681348697145,0.14817638843065148,42.25053078556263,2026,D:\毕业设计毕业设计毕业设计毕业设计\Projects\iot_privacy_attack\outputs\defense\full_multiseed\seed_2026\adaptive_ldp\json_reports\lstm_baseline_confusion_test.json;D:\毕业设计毕业设计毕业设计毕业设计\Projects\iot_privacy_attack\outputs\defense\full_multiseed\seed_2026\adaptive_ldp\json_reports\lstm_defended_confusion_test_fixed_attacker.json;D:\毕业设计毕业设计毕业设计毕业设计\Projects\iot_privacy_attack\outputs\defense\full_multiseed\seed_2026\adaptive_ldp\defense_report.json
0.35430463576158944,0.7798013245033113,0.7795078111196135,mock,0.42549668874172186,0.346363991388879,0.373469471633857,adaptive_ldp,retrain_attacker,lstm,0.8538681348697145,0.14817638843065148,45.43524416135881,2026,D:\毕业设计毕业设计毕业设计毕业设计\Projects\iot_privacy_attack\outputs\defense\full_multiseed\seed_2026\adaptive_ldp\json_reports\lstm_baseline_confusion_test.json;D:\毕业设计毕业设计毕业设计毕业设计\Projects\iot_privacy_attack\outputs\defense\full_multiseed\seed_2026\adaptive_ldp\json_reports\lstm_defended_confusion_test_retrained_attacker.json;D:\毕业设计毕业设计毕业设计毕业设计\Projects\iot_privacy_attack\outputs\defense\full_multiseed\seed_2026\adaptive_ldp\defense_report.json
0.43874172185430466,0.7798013245033113,0.7795078111196135,mock,0.34105960264900664,0.19332965530709895,0.5145102493540279,ldp,fixed_attacker,lstm,1.0068559036453752,0.10612253290799217,56.26326963906582,2026,D:\毕业设计毕业设计毕业设计毕业设计\Projects\iot_privacy_attack\outputs\defense\full_multiseed\seed_2026\ldp\json_reports\lstm_baseline_confusion_test.json;D:\毕业设计毕业设计毕业设计毕业设计\Projects\iot_privacy_attack\outputs\defense\full_multiseed\seed_2026\ldp\json_reports\lstm_defended_confusion_test_fixed_attacker.json;D:\毕业设计毕业设计毕业设计毕业设计\Projects\iot_privacy_attack\outputs\defense\full_multiseed\seed_2026\ldp\defense_report.json
0.5033112582781457,0.7798013245033113,0.7795078111196135,mock,0.2764900662251656,0.24079991806686724,0.5145102493540279,ldp,retrain_attacker,lstm,1.0068559036453752,0.10612253290799217,64.54352441613588,2026,D:\毕业设计毕业设计毕业设计毕业设计\Projects\iot_privacy_attack\outputs\defense\full_multiseed\seed_2026\ldp\json_reports\lstm_baseline_confusion_test.json;D:\毕业设计毕业设计毕业设计毕业设计\Projects\iot_privacy_attack\outputs\defense\full_multiseed\seed_2026\ldp\json_reports\lstm_defended_confusion_test_retrained_attacker.json;D:\毕业设计毕业设计毕业设计毕业设计\Projects\iot_privacy_attack\outputs\defense\full_multiseed\seed_2026\ldp\defense_report.json
0.41556291390728484,0.7798013245033113,0.7795078111196135,mock,0.36423841059602646,0.24339550996431,0.5005296539653346,noise,fixed_attacker,lstm,0.5015420825948257,0.20880618344991742,53.290870488322724,2026,D:\毕业设计毕业设计毕业设计毕业设计\Projects\iot_privacy_attack\outputs\defense\full_multiseed\seed_2026\noise\json_reports\lstm_baseline_confusion_test.json;D:\毕业设计毕业设计毕业设计毕业设计\Projects\iot_privacy_attack\outputs\defense\full_multiseed\seed_2026\noise\json_reports\lstm_defended_confusion_test_fixed_attacker.json;D:\毕业设计毕业设计毕业设计毕业设计\Projects\iot_privacy_attack\outputs\defense\full_multiseed\seed_2026\noise\defense_report.json
0.3956953642384106,0.7798013245033113,0.7795078111196135,mock,0.3841059602649007,0.3086873994253406,0.5005296539653346,noise,retrain_attacker,lstm,0.5015420825948257,0.20880618344991742,50.74309978768577,2026,D:\毕业设计毕业设计毕业设计毕业设计\Projects\iot_privacy_attack\outputs\defense\full_multiseed\seed_2026\noise\json_reports\lstm_baseline_confusion_test.json;D:\毕业设计毕业设计毕业设计毕业设计\Projects\iot_privacy_attack\outputs\defense\full_multiseed\seed_2026\noise\json_reports\lstm_defended_confusion_test_retrained_attacker.json;D:\毕业设计毕业设计毕业设计毕业设计\Projects\iot_privacy_attack\outputs\defense\full_multiseed\seed_2026\noise\defense_report.json
0.3509933774834437,0.4718543046357616,0.4247204184595225,mock,0.12086092715231789,0.043131462333825706,0.373469471633857,adaptive_ldp,fixed_attacker,mlp,0.8538681348697145,0.14817638843065148,74.3859649122807,2026,D:\毕业设计毕业设计毕业设计毕业设计\Projects\iot_privacy_attack\outputs\defense\full_multiseed\seed_2026\adaptive_ldp\json_reports\mlp_baseline_confusion_test.json;D:\毕业设计毕业设计毕业设计毕业设计\Projects\iot_privacy_attack\outputs\defense\full_multiseed\seed_2026\adaptive_ldp\json_reports\mlp_defended_confusion_test_fixed_attacker.json;D:\毕业设计毕业设计毕业设计毕业设计\Projects\iot_privacy_attack\outputs\defense\full_multiseed\seed_2026\adaptive_ldp\defense_report.json
0.08940397350993379,0.4718543046357616,0.4247204184595225,mock,0.3824503311258278,0.29878481294038645,0.373469471633857,adaptive_ldp,retrain_attacker,mlp,0.8538681348697145,0.14817638843065148,18.947368421052634,2026,D:\毕业设计毕业设计毕业设计毕业设计\Projects\iot_privacy_attack\outputs\defense\full_multiseed\seed_2026\adaptive_ldp\json_reports\mlp_baseline_confusion_test.json;D:\毕业设计毕业设计毕业设计毕业设计\Projects\iot_privacy_attack\outputs\defense\full_multiseed\seed_2026\adaptive_ldp\json_reports\mlp_defended_confusion_test_retrained_attacker.json;D:\毕业设计毕业设计毕业设计毕业设计\Projects\iot_privacy_attack\outputs\defense\full_multiseed\seed_2026\adaptive_ldp\defense_report.json
0.3509933774834437,0.4718543046357616,0.4247204184595225,mock,0.12086092715231789,0.043131462333825706,0.5145102493540279,ldp,fixed_attacker,mlp,1.0068559036453752,0.10612253290799217,74.3859649122807,2026,D:\毕业设计毕业设计毕业设计毕业设计\Projects\iot_privacy_attack\outputs\defense\full_multiseed\seed_2026\ldp\json_reports\mlp_baseline_confusion_test.json;D:\毕业设计毕业设计毕业设计毕业设计\Projects\iot_privacy_attack\outputs\defense\full_multiseed\seed_2026\ldp\json_reports\mlp_defended_confusion_test_fixed_attacker.json;D:\毕业设计毕业设计毕业设计毕业设计\Projects\iot_privacy_attack\outputs\defense\full_multiseed\seed_2026\ldp\defense_report.json
0.24172185430463577,0.4718543046357616,0.4247204184595225,mock,0.23013245033112584,0.17226835894443954,0.5145102493540279,ldp,retrain_attacker,mlp,1.0068559036453752,0.10612253290799217,51.2280701754386,2026,D:\毕业设计毕业设计毕业设计毕业设计\Projects\iot_privacy_attack\outputs\defense\full_multiseed\seed_2026\ldp\json_reports\mlp_baseline_confusion_test.json;D:\毕业设计毕业设计毕业设计毕业设计\Projects\iot_privacy_attack\outputs\defense\full_multiseed\seed_2026\ldp\json_reports\mlp_defended_confusion_test_retrained_attacker.json;D:\毕业设计毕业设计毕业设计毕业设计\Projects\iot_privacy_attack\outputs\defense\full_multiseed\seed_2026\ldp\defense_report.json
0.25993377483443714,0.4718543046357616,0.4247204184595225,mock,0.2119205298013245,0.1242147786567918,0.5005296539653346,noise,fixed_attacker,mlp,0.5015420825948257,0.20880618344991742,55.08771929824562,2026,D:\毕业设计毕业设计毕业设计毕业设计\Projects\iot_privacy_attack\outputs\defense\full_multiseed\seed_2026\noise\json_reports\mlp_baseline_confusion_test.json;D:\毕业设计毕业设计毕业设计毕业设计\Projects\iot_privacy_attack\outputs\defense\full_multiseed\seed_2026\noise\json_reports\mlp_defended_confusion_test_fixed_attacker.json;D:\毕业设计毕业设计毕业设计毕业设计\Projects\iot_privacy_attack\outputs\defense\full_multiseed\seed_2026\noise\defense_report.json
0.1870860927152318,0.4718543046357616,0.4247204184595225,mock,0.2847682119205298,0.2413098764190172,0.5005296539653346,noise,retrain_attacker,mlp,0.5015420825948257,0.20880618344991742,39.64912280701755,2026,D:\毕业设计毕业设计毕业设计毕业设计\Projects\iot_privacy_attack\outputs\defense\full_multiseed\seed_2026\noise\json_reports\mlp_baseline_confusion_test.json;D:\毕业设计毕业设计毕业设计毕业设计\Projects\iot_privacy_attack\outputs\defense\full_multiseed\seed_2026\noise\json_reports\mlp_defended_confusion_test_retrained_attacker.json;D:\毕业设计毕业设计毕业设计毕业设计\Projects\iot_privacy_attack\outputs\defense\full_multiseed\seed_2026\noise\defense_report.json
